"id","fecha_creacion","desde","hasta","motivo","adjunto","comentarios","empleado_id","tipo_permiso_id","id_estado_vb","id_jefe_vb","fecha_vb","id_estado_aprobacion","id_jefe_aprobacion","fecha_aprobacion","created_at","updated_at"
"33","21/1/2026","9/1/2026 05:00:00","9/1/2026 07:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03110420260115134347.pdf",,"30","1",,,,,,,"21/1/2026 16:03:09","21/1/2026 16:03:09"
"34","21/1/2026","7/1/2026 14:30:00","7/1/2026 18:00:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03110620260115134425.pdf",,"39","1",,,,,,,"21/1/2026 16:04:57","21/1/2026 16:04:57"
"35","21/1/2026","7/1/2026 14:30:00","7/1/2026 18:00:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03110720260115134443.pdf",,"44","1",,,,,,,"21/1/2026 16:12:38","21/1/2026 16:12:38"
"36","21/1/2026","12/1/2026 18:00:00","12/1/2026 00:00:00","ANEXA COPIA DUI ","permisos/adjuntos/doc03110820260115134504.pdf",,"38","3",,,,,,,"21/1/2026 16:15:57","21/1/2026 16:15:57"
"37","21/1/2026","13/1/2026 00:00:00","13/1/2026 07:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03117520260120082842.pdf",,"38","1",,,,,,,"21/1/2026 16:24:46","21/1/2026 16:24:46"
"38","21/1/2026","7/1/2026 16:00:00","7/1/2026 18:00:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03110920260115134522.pdf",,"42","1",,,,,,,"21/1/2026 16:28:49","21/1/2026 16:28:49"
"39","21/1/2026","22/12/2025 04:00:00","22/12/2025 07:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03111120260115134604.pdf",,"32","1",,,,,,,"21/1/2026 16:30:29","21/1/2026 16:30:29"
"40","21/1/2026","20/1/2026 07:30:00","20/1/2026 12:00:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03111220260115134625.pdf",,"8","8",,,,,,,"21/1/2026 16:33:30","21/1/2026 16:33:30"
"41","21/1/2026","27/1/2026 16:00:00","28/1/2026 07:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03111320260115134644.pdf",,"12","1",,,,,,,"21/1/2026 16:40:56","21/1/2026 16:40:56"
"42","21/1/2026","3/1/2026 07:30:00","3/1/2026 14:00:00","ENFERMEDAD DE SU HIJA","permisos/adjuntos/doc03111520260115134722.pdf",,"34","8",,,,,,,"21/1/2026 16:43:31","21/1/2026 16:43:31"
"43","21/1/2026","19/1/2026 07:00:00","19/1/2026 16:00:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03118020260120092036.pdf",,"7","1",,,,,,,"21/1/2026 16:45:28","21/1/2026 16:45:28"
"44","21/1/2026","9/1/2026 08:00:00","9/1/2026 11:15:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03118120260120092101.pdf",,"106","1",,,,,,,"21/1/2026 16:47:31","21/1/2026 16:47:31"
"45","21/1/2026","13/1/2026 17:00:00","13/1/2026 18:00:00","ASUNTOS PERSONALES ","permisos/adjuntos/doc03118220260120092120.pdf",,"71","1",,,,,,,"21/1/2026 17:01:52","21/1/2026 17:01:52"
"46","21/1/2026","13/1/2026 04:00:00","13/1/2026 07:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03119020260120092409.pdf",,"32","1",,,,,,,"21/1/2026 17:04:10","21/1/2026 17:04:10"
"47","21/1/2026","29/12/2025 00:00:00","29/12/2025 07:30:00","ANEXA COPIA DUI ","permisos/adjuntos/doc03119120260120092432.pdf",,"101","3",,,,,,,"21/1/2026 17:06:03","21/1/2026 17:06:03"
"48","21/1/2026","13/12/2025 00:00:00","13/12/2025 07:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03119220260120092455.pdf",,"46","1",,,,,,,"21/1/2026 17:08:54","21/1/2026 17:08:54"
"49","21/1/2026","23/12/2025 07:30:00","23/12/2025 16:00:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03120620260120093025.pdf",,"104","1",,,,,,,"21/1/2026 19:02:42","21/1/2026 19:02:42"
"50","21/1/2026","21/1/2026 00:00:00","21/12/2025 07:00:00","CITA","permisos/adjuntos/doc03120820260120093110.pdf",,"19","7",,,,,,,"21/1/2026 19:04:17","21/1/2026 19:04:17"
"51","21/1/2026","13/1/2026 05:30:00","13/1/2026 07:30:00","CITA","permisos/adjuntos/doc03119320260120092516.pdf",,"34","7",,,,,,,"21/1/2026 19:07:30","21/1/2026 19:07:30"
"52","21/1/2026","16/1/2026 18:00:00","16/1/2026 00:00:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03119420260120092541.pdf",,"40","1",,,,,,,"21/1/2026 19:09:02","21/1/2026 19:09:02"
"53","21/1/2026","16/1/2026 07:30:00","16/1/2026 15:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03125720260121133213.pdf",,"186","1",,,,,,,"21/1/2026 19:41:07","21/1/2026 19:41:07"
"54","21/1/2026","21/1/2026 13:00:00","21/1/2026 15:30:00","ASUNTOS PERSONALES ","permisos/adjuntos/DOA6A5~7.PDF",,"187","1",,,,,,,"21/1/2026 19:47:10","21/1/2026 19:47:10"
"55","22/1/2026","22/1/2026 07:30:00","22/1/2026 09:30:00","EXTRAS DEL 11/1/2026","permisos/adjuntos/DOF13C~7.PDF",,"183","2",,,,,,,"22/1/2026 14:18:25","22/1/2026 14:18:25"
"56","22/1/2026","14/1/2026 17:00:00","14/1/2026 00:00:00","ASUETO 5 AGOSTO 2025","permisos/adjuntos/doc03108420260115133643.pdf",,"125","2",,,,,,,"22/1/2026 14:36:33","22/1/2026 14:36:33"
"57","22/1/2026","22/1/2026 07:30:00","22/1/2026 00:00:00","5 DICIEMBRE 2025","permisos/adjuntos/doc03107820260115133431.pdf",,"117","2",,,,,,,"22/1/2026 14:40:15","22/1/2026 14:40:15"
"58","22/1/2026","22/1/2026 00:00:00","22/1/2026 07:30:00","ASUETO 25 DICIEMBRE 2025","permisos/adjuntos/doc03109120260115133905.pdf",,"142","2",,,,,,,"22/1/2026 14:51:26","22/1/2026 14:51:26"
"59","22/1/2026","9/1/2026 07:00:00","9/1/2026 16:00:00","ASUETO 25 DE DICIEMBRE 2025","permisos/adjuntos/doc03109420260115134023.pdf",,"154","2",,,,,,,"22/1/2026 14:54:45","22/1/2026 14:54:45"
"60","22/1/2026","5/1/2026 07:00:00","5/1/2026 16:00:00","EXTRAS DEL 2 Y 3 ENERO 2026","permisos/adjuntos/doc03109620260115134102.pdf",,"170","2",,,,,,,"22/1/2026 14:56:42","22/1/2026 14:56:42"
"61","22/1/2026","22/1/2026 11:00:00","22/1/2026 18:00:00","ASUETO 2 DE NOVIEMBRE 2025","permisos/adjuntos/doc03109720260115134122.pdf",,"37","2",,,,,,,"22/1/2026 15:01:00","22/1/2026 15:01:00"
"62","22/1/2026","17/1/2026 18:00:00","26/1/2026 07:30:00","VACACIONES DE DICIEMBRE","permisos/adjuntos/doc03109920260115134207.pdf",,"88","2",,,,,,,"22/1/2026 15:08:56","22/1/2026 15:08:56"
"63","22/1/2026","3/1/2026 07:30:00","3/1/2026 18:00:00","ASUETO 26 DICIEMBRE 2025","permisos/adjuntos/doc03110220260115134309.pdf",,"49","2",,,,,,,"22/1/2026 15:10:24","22/1/2026 15:10:24"
"64","22/1/2026","17/1/2026 18:00:00","26/1/2026 07:30:00","COMPRENSADO DE VACACIONES NAVIDEÑAS ","permisos/adjuntos/doc03110320260115134327.pdf",,"99","2",,,,,,,"22/1/2026 15:14:19","22/1/2026 15:14:19"
"65","22/1/2026","2/1/2026 07:30:00","3/1/2026 07:30:00","ASUETO 2 NOVIEMBRE  Y 25 DICIEMBRE /25","permisos/adjuntos/doc03111420260115134703.pdf",,"17","2",,,,,,,"22/1/2026 15:18:14","22/1/2026 15:18:14"
"66","22/1/2026","19/1/2026 09:00:00","19/1/2026 11:00:00","EXTRAS DEL 9/1/26","permisos/adjuntos/doc03117620260120091910.pdf",,"158","2",,,,,,,"22/1/2026 15:19:59","22/1/2026 15:19:59"
"67","22/1/2026","21/1/2026 07:30:00","22/1/2026 07:30:00","ASUETO 25/12/25 Y 1/1/26","permisos/adjuntos/doc03117820260120091951.pdf",,"146","2",,,,,,,"22/1/2026 15:24:08","22/1/2026 15:24:08"
"68","22/1/2026","20/1/2026 07:00:00","20/1/2026 14:00:00","ASUETO 25 DICIEMBRE/ 25","permisos/adjuntos/doc03117920260120092015.pdf",,"136","2",,,,,,,"22/1/2026 15:26:22","22/1/2026 15:26:22"
"69","22/1/2026","18/1/2026 07:30:00","18/1/2026 18:00:00","POR ASUETO 25 DE DICIEMBRE 2025","permisos/adjuntos/doc03118420260120092203.pdf",,"58","2",,,,,,,"22/1/2026 15:33:19","22/1/2026 15:33:19"
"70","22/1/2026","22/1/2026 07:30:00","28/1/2026 07:30:00","ASUETO 26,27,29,30.31 Y 2 ENERO /26","permisos/adjuntos/doc03118520260120092226.pdf",,"58","2",,,,,,,"22/1/2026 15:35:40","22/1/2026 15:35:40"
"71","22/1/2026","22/1/2026 07:30:00","28/1/2026 07:30:00","ASUETO 26,27,29,30,31 DICIEMBRE Y 2 ENERO/26","permisos/adjuntos/doc03118620260120092245.pdf",,"53","2",,,,,,,"22/1/2026 15:37:59","22/1/2026 15:41:14"
"72","22/1/2026","18/1/2026 07:30:00","18/1/2026 18:00:00","ASUETO 25 DICIEMBRE 2025","permisos/adjuntos/doc03118720260120092308.pdf",,"53","2",,,,,,,"22/1/2026 15:39:43","22/1/2026 15:39:43"
"73","22/1/2026","22/1/2026 07:30:00","28/1/2026 07:30:00","VACACIONES DICIEMBRE 26,27,29,30,31  Y 2 ENERO 2026","permisos/adjuntos/doc03118820260120092327.pdf",,"59","2",,,,,,,"22/1/2026 15:44:51","22/1/2026 15:44:51"
"74","22/1/2026","18/1/2026 07:30:00","18/1/2026 18:00:00","ASUETO 25 DICIEMBRE 2025","permisos/adjuntos/doc03118920260120092349.pdf",,"59","2",,,,,,,"22/1/2026 15:46:17","22/1/2026 15:46:17"
"75","22/1/2026","17/1/2026 00:00:00","25/1/2026 07:30:00","VACACIONES DE DICIEMBRE 24,26,27,30 Y 31","permisos/adjuntos/doc03119520260120092607.pdf",,"40","2",,,,,,,"22/1/2026 15:50:47","22/1/2026 15:50:47"
"76","22/1/2026","17/1/2026 00:00:00","25/1/2026 07:30:00","VACACIONES DE DICIEMBRE, 24,26,27,30 Y 31 ","permisos/adjuntos/doc03119620260120092632.pdf",,"36","2",,,,,,,"22/1/2026 15:52:25","22/1/2026 15:52:25"
"77","22/1/2026","6/1/2026 07:30:00","14/1/2026 18:00:00","VACACIONES DE DICIEMBRE 25,26,27,29,31,Y 2 ENERO 2026","permisos/adjuntos/doc03119820260120092720.pdf",,"111","2",,,,,,,"22/1/2026 15:55:53","22/1/2026 15:55:53"
"78","22/1/2026","6/1/2026 07:30:00","14/1/2026 18:00:00","VACACIONES DE DICIEMBRE, 25,26,27,29,30,31 Y 2 ENERO 2026","permisos/adjuntos/doc03119920260120092744.pdf",,"64","2",,,,,,,"22/1/2026 15:59:45","22/1/2026 15:59:45"
"79","22/1/2026","6/1/2026 07:30:00","14/1/2026 18:00:00","VACACIONES DE DICIEMBRE ","permisos/adjuntos/doc03120020260120092809.pdf",,"54","2",,,,,,,"22/1/2026 16:02:38","22/1/2026 16:02:38"
"80","22/1/2026","5/1/2026 18:00:00","14/1/2026 07:30:00","VACACIONES DE DICIEMBRE","permisos/adjuntos/doc03120120260120092830.pdf",,"96","2",,,,,,,"22/1/2026 16:04:04","22/1/2026 16:04:04"
"81","22/1/2026","5/1/2026 18:00:00","14/1/2026 07:30:00","VACACIONES DE DICIEMBRE","permisos/adjuntos/doc03120220260120092851.pdf",,"97","2",,,,,,,"22/1/2026 16:05:44","22/1/2026 16:05:44"
"82","22/1/2026","5/1/2026 18:00:00","9/1/2026 00:00:00","VACACIONES DE DICIEMBRE","permisos/adjuntos/doc03120320260120092914.pdf",,"101","2",,,,,,,"22/1/2026 16:07:46","22/1/2026 16:07:46"
"83","22/1/2026","12/1/2026 07:30:00","14/1/2026 07:30:00","VACACIONES DE DICIEMBRE","permisos/adjuntos/doc03120420260120092939.pdf",,"101","2",,,,,,,"22/1/2026 16:09:14","22/1/2026 16:09:14"
"84","22/1/2026","10/1/2026 00:00:00","10/1/2026 07:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03120520260120092958.pdf",,"101","1",,,,,,,"22/1/2026 16:13:11","22/1/2026 16:13:11"
"85","22/1/2026","23/12/2025 16:00:00","23/12/2025 18:00:00","ASUETO 25 DICIEMBRE 2025","permisos/adjuntos/doc03120720260120093048.pdf",,"104","2",,,,,,,"22/1/2026 16:15:43","22/1/2026 16:15:43"
"86","22/1/2026","20/12/2025 07:00:00","20/12/2025 00:00:00","ASUETO 2 DE NOVIEMBRE 2025","permisos/adjuntos/doc03120920260120093132.pdf",,"19","2",,,,,,,"22/1/2026 16:17:07","22/1/2026 16:20:33"
"87","22/1/2026","17/1/2026 07:30:00","27/1/2026 00:00:00","VACACIONES DE DICIEMBRE","permisos/adjuntos/doc03121020260120093155.pdf",,"73","2",,,,,,,"22/1/2026 16:23:16","22/1/2026 16:23:16"
"88","22/1/2026","27/1/2026 00:00:00","27/1/2026 07:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03121120260120093223.pdf",,"73","1",,,,,,,"22/1/2026 16:26:19","22/1/2026 16:26:19"
"89","22/1/2026","17/1/2026 07:30:00","27/1/2026 00:00:00","VACACIONES DE DICIEMBRE","permisos/adjuntos/doc03121320260120093248.pdf",,"83","2",,,,,,,"22/1/2026 16:27:47","22/1/2026 16:27:47"
"90","22/1/2026","27/1/2026 00:00:00","27/1/2026 07:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03121420260120093313.pdf",,"83","1",,,,,,,"22/1/2026 16:29:07","22/1/2026 16:29:07"
"91","22/1/2026","5/1/2026 07:30:00","14/1/2026 00:00:00","VACACIONES DE DICIEMBRE","permisos/adjuntos/doc03121520260120093336.pdf",,"85","2",,,,,,,"22/1/2026 16:30:38","22/1/2026 16:30:38"
"92","22/1/2026","15/1/2026 00:00:00","15/1/2026 07:30:00","ASUNTOS PERSONALES",,,"85","1",,,,,,,"22/1/2026 16:31:36","22/1/2026 16:31:36"
"93","22/1/2026","5/1/2026 07:30:00","14/1/2026 00:00:00","VACACIONES DE DICIEMBRE","permisos/adjuntos/doc03121820260120093458.pdf",,"82","2",,,,,,,"22/1/2026 16:39:30","22/1/2026 16:39:30"
"94","22/1/2026","15/1/2026 00:00:00","15/1/2026 07:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03121920260120093522.pdf",,"82","1",,,,,,,"22/1/2026 16:40:51","22/1/2026 16:40:51"
"95","22/1/2026","21/1/2026 14:30:00","22/1/2026 07:30:00","ASUETO 25 DICIEMBRE 2025","permisos/adjuntos/doc03124520260120150739.pdf",,"150","2",,,,,,,"22/1/2026 16:44:28","22/1/2026 16:44:28"
"96","22/1/2026","11/1/2026 07:30:00","15/1/2026 18:00:00","MATRIMONIO","permisos/adjuntos/doc03110120260115134248.pdf",,"44","17",,,,,,,"22/1/2026 16:48:20","22/1/2026 16:48:20"
"97","22/1/2026","11/1/2026 07:30:00","15/1/2026 18:00:00","MATRIMONIO","permisos/adjuntos/doc03110520260115134407.pdf",,"39","17",,,,,,,"22/1/2026 16:50:40","22/1/2026 16:50:40"
"98","22/1/2026","19/1/2026 11:00:00","19/1/2026 12:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03127020260122105737.pdf",,"158","1",,,,,,,"22/1/2026 16:57:23","22/1/2026 16:57:23"
"99","22/1/2026","22/1/2026 07:30:00","22/1/2026 09:30:00","ASUNTOS  PERSONALES","permisos/adjuntos/doc03126720260122105651.pdf",,"187","1",,,,,,,"22/1/2026 17:01:37","22/1/2026 17:01:37"
"100","22/1/2026","22/1/2026 13:00:00","22/1/2026 15:30:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03126820260122105709.pdf",,"174","1",,,,,,,"22/1/2026 17:02:56","22/1/2026 17:02:56"
"101","22/1/2026","21/1/2026 08:00:00","21/1/2026 09:30:00","FISIOTERAPIA","permisos/adjuntos/doc03127120260122105759.pdf",,"6","7",,,,,,,"22/1/2026 17:08:12","22/1/2026 17:08:12"
"102","22/1/2026","23/1/2026 08:00:00","23/1/2026 09:30:00","FISIOTERAPIA","permisos/adjuntos/doc03127120260122105759.pdf",,"6","7",,,,,,,"22/1/2026 17:10:00","22/1/2026 17:10:00"
"103","22/1/2026","26/1/2026 08:00:00","26/1/2026 09:30:00","FISIOTERAPIA",,,"6","7",,,,,,,"22/1/2026 17:11:09","22/1/2026 17:11:09"
"104","22/1/2026","28/1/2026 08:00:00","28/1/2026 09:30:00","FISIOTERAPIA","permisos/adjuntos/doc03127120260122105759.pdf",,"6","7",,,,,,,"22/1/2026 17:12:04","22/1/2026 17:27:19"
"105","22/1/2026","30/1/2026 08:00:00","30/1/2026 09:30:00","FISIOTERAPIA",,,"6","7",,,,,,,"22/1/2026 17:13:00","22/1/2026 17:13:00"
"106","22/1/2026","2/2/2026 08:00:00","2/2/2026 09:30:00","FISIOTERAPIA","permisos/adjuntos/doc03127120260122105759.pdf",,"6","7",,,,,,,"22/1/2026 17:30:23","22/1/2026 17:30:23"
"107","22/1/2026","4/2/2026 08:00:00","4/2/2026 09:30:00","FISIOTERAPIA","permisos/adjuntos/doc03127120260122105759.pdf",,"6","7",,,,,,,"22/1/2026 17:31:17","22/1/2026 17:31:17"
"108","22/1/2026","6/2/2026 08:00:00","6/2/2026 09:30:00","FISIOTERAPIA","permisos/adjuntos/doc03127120260122105759.pdf",,"6","7",,,,,,,"22/1/2026 17:32:18","22/1/2026 17:32:18"
"109","22/1/2026","9/2/2026 08:00:00","9/2/2026 09:30:00","FISIOTERAPIA","permisos/adjuntos/doc03127120260122105759.pdf",,"6","7",,,,,,,"22/1/2026 17:33:21","22/1/2026 17:33:21"
"110","22/1/2026","11/2/2026 08:00:00","11/2/2026 09:30:00","FISIOTERAPIA","permisos/adjuntos/doc03127120260122105759.pdf",,"6","7",,,,,,,"22/1/2026 17:34:23","22/1/2026 17:34:23"
"111","22/1/2026","13/2/2026 08:00:00","13/2/2026 09:30:00","FISIOTERAPIA","permisos/adjuntos/doc03127120260122105759.pdf",,"6","7",,,,,,,"22/1/2026 17:35:36","22/1/2026 17:35:36"
"112","22/1/2026","16/2/2026 08:00:00","16/2/2026 09:30:00","FISIOTERAPIA","permisos/adjuntos/doc03127120260122105759.pdf",,"6","7",,,,,,,"22/1/2026 17:38:18","22/1/2026 17:38:18"
"113","22/1/2026","18/2/2026 08:00:00","18/2/2026 09:30:00","FISIOTERAPIA","permisos/adjuntos/doc03127120260122105759.pdf",,"6","7",,,,,,,"22/1/2026 17:39:06","22/1/2026 17:39:06"
"114","22/1/2026","20/2/2026 08:00:00","20/2/2026 09:30:00","FISIOTERAPIA","permisos/adjuntos/doc03127120260122105759.pdf",,"6","7",,,,,,,"22/1/2026 17:40:11","22/1/2026 17:40:11"
"115","22/1/2026","23/2/2026 08:00:00","23/2/2026 09:30:00","FISIOTERAPIA","permisos/adjuntos/doc03127120260122105759.pdf",,"6","7",,,,,,,"22/1/2026 17:41:00","22/1/2026 17:41:00"
"116","22/1/2026","19/1/2026 14:00:00","19/1/2026 18:00:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03127820260122132231.pdf",,"50","1",,,,,,,"22/1/2026 19:38:30","22/1/2026 19:38:30"
"117","22/1/2026","4/1/2026 18:00:00","4/1/2026 00:00:00","ASUNTOS PERSONALES","permisos/adjuntos/doc03127920260122132252.pdf",,"43","1",,,,,,,"22/1/2026 19:50:12","22/1/2026 19:50:12"
"118","22/1/2026","5/1/2026 00:00:00","13/1/2026 07:30:00","VACACIONES DE DICIEMBRE","permisos/adjuntos/doc03128020260122132317.pdf",,"43","2",,,,,,,"22/1/2026 19:52:41","22/1/2026 19:52:41"
"119","22/1/2026","27/1/2026 00:00:00","27/1/2026 07:30:00","ASUETO 2 DE NOVIEMBRE ","permisos/adjuntos/doc03128120260122132344.pdf",,"34","2",,,,,,,"22/1/2026 19:55:25","22/1/2026 19:55:25"
